#SampleID,SampleType,Population,Subpopulation,Year,Month,Day,Name,Group,Subgroup,Type_CE,Stage,Visit,VisitLF,ScoreFaeces,Treatment,CIBDAI_1,CIBDAI_2,SignsDurationMonths,Localisation,StudyDurationWeeks,ConcurrentDiseases,LaboratoryFindings,Breed,Diet,AgeDays,Sex,NeuteringStatus,Run,Description,Sample_or_Control
sa231,Interun_control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Interun_control_Rep1_FVASLMML311,True Sample
sa684,Faeces,Total_Bacteria_IgG,IgG,2014,10,2,Fergus,Healthy,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,None,German_Wirehaird_pointer,AdvanceDryFood_Homemade,2190,Male,No,1,Fergus_Presort_General_IgG_V1_Rep1_FVASLMML313,True Sample
sa630,Water_presort,Water_presort_IgG,IgG,2014,10,2,Fergus,Healthy,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,None,German_Wirehaird_pointer,AdvanceDryFood_Homemade,2190,Male,No,1,Fergus_presort_IgG_V1_Rep1_FVASLMML315,Control Sample
sa393,Faeces,IgG+,IgG,2014,10,2,Fergus,Healthy,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,None,German_Wirehaird_pointer,AdvanceDryFood_Homemade,2190,Male,No,1,Fergus_IgG+_V1_Rep1_FVASLMML317,True Sample
sa526,Faeces,IgG-,IgG,2014,10,2,Fergus,Healthy,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,None,German_Wirehaird_pointer,AdvanceDryFood_Homemade,2190,Male,No,1,Fergus_IgG-_V1_Rep1_FVASLMML319,True Sample
sa372,Faeces,Total_Bacteria_IgG,IgG,2014,10,31,Fergus,Healthy,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,None,German_Wirehaird_pointer,AdvanceDryFood_Homemade,2190,Male,No,1,Fergus_Presort_General_IgG_V2_Rep1_FVASLMML321,True Sample
sa434,Water_presort,Water_presort_IgG,IgG,2014,10,31,Fergus,Healthy,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,None,German_Wirehaird_pointer,AdvanceDryFood_Homemade,2190,Male,No,1,Fergus_presort_IgG_V2_Rep1_FVASLMML323,Control Sample
sa188,Faeces,IgG+,IgG,2014,10,31,Fergus,Healthy,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,None,German_Wirehaird_pointer,AdvanceDryFood_Homemade,2190,Male,No,1,Fergus_IgG+_V2_Rep1_FVASLMML325,True Sample
sa80,Faeces,IgG-,IgG,2014,10,31,Fergus,Healthy,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,None,German_Wirehaird_pointer,AdvanceDryFood_Homemade,2190,Male,No,1,Fergus_IgG-_V2_Rep1_FVASLMML327,True Sample
sa232,Faeces,Total_Bacteria_IgA,IgA,2010,6,8,Millie_Abbott,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Active,1,First,Unknown,Sensitivity_Oxytetracycline_200mg,7,1,5,Small_Intestine,NA,Incontinence _stilboestrol,Low_cholesterol_ and_ globulin,Labrador_Retriever,Sensitivity,780,Female,Yes,1,Millie_Abbott_General_Presort_IgA_V1_Rep1_FVASLMML329,True Sample
sa266,Water_presort,Water_presort_IgA,IgA,2010,6,8,Millie_Abbott,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Active,1,First,Unknown,Sensitivity_Oxytetracycline_200mg,7,1,5,Small_Intestine,NA,Incontinence _stilboestrol,Low_cholesterol_ and_ globulin,Labrador_Retriever,Sensitivity,780,Female,Yes,1,Millie_Abbott_presort_IgA_V1_Rep1_FVASLMML331,Control Sample
sa195,Faeces,IgA+,IgA,2010,6,8,Millie_Abbott,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Active,1,First,Unknown,Sensitivity_Oxytetracycline_200mg,7,1,5,Small_Intestine,NA,Incontinence _stilboestrol,Low_cholesterol_ and_ globulin,Labrador_Retriever,Sensitivity,780,Female,Yes,1,Millie_Abbott_IgA+_V1_Rep1_FVASLMML333,True Sample
sa693,Faeces,IgA-,IgA,2010,6,8,Millie_Abbott,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Active,1,First,Unknown,Sensitivity_Oxytetracycline_200mg,7,1,5,Small_Intestine,NA,Incontinence _stilboestrol,Low_cholesterol_ and_ globulin,Labrador_Retriever,Sensitivity,780,Female,Yes,1,Millie_Abbott_IgA-_V1_Rep1_FVASLMML335,True Sample
sa550,Faeces,Total_Bacteria_IgA,IgA,2010,7,22,Millie_Abbott,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Remission,2,Last,Unknown,Sensitivity_Oxytetracycline_200mg,7,1,5,Small_Intestine,NA,Incontinence _stilboestrol,Low_cholesterol_ and_ globulin,Labrador_Retriever,Sensitivity,780,Female,Yes,1,Millie_Abbott_General_Presort_IgA_V2_Rep1_FVASLMML337,True Sample
sa81,Water_presort,Water_presort_IgA,IgA,2010,7,22,Millie_Abbott,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Remission,2,Last,Unknown,Sensitivity_Oxytetracycline_200mg,7,1,5,Small_Intestine,NA,Incontinence _stilboestrol,Low_cholesterol_ and_ globulin,Labrador_Retriever,Sensitivity,780,Female,Yes,1,Millie_Abbott_presort_IgA_V2_Rep1_FVASLMML339,Control Sample
sa635,Faeces,IgA+,IgA,2010,7,22,Millie_Abbott,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Remission,2,Last,Unknown,Sensitivity_Oxytetracycline_200mg,7,1,5,Small_Intestine,NA,Incontinence _stilboestrol,Low_cholesterol_ and_ globulin,Labrador_Retriever,Sensitivity,780,Female,Yes,1,Millie_Abbott_IgA+_V2_Rep1_FVASLMML341,True Sample
sa582,Faeces,IgA-,IgA,2010,7,22,Millie_Abbott,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Remission,2,Last,Unknown,Sensitivity_Oxytetracycline_200mg,7,1,5,Small_Intestine,NA,Incontinence _stilboestrol,Low_cholesterol_ and_ globulin,Labrador_Retriever,Sensitivity,780,Female,Yes,1,Millie_Abbott_IgA-_V2_Rep1_FVASLMML343,True Sample
sa340,Faeces,Total_Bacteria_IgG,IgG,2010,6,8,Millie_Abbott,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Active,1,First,Unknown,Sensitivity_Oxytetracycline_200mg,7,1,5,Small_Intestine,NA,Incontinence _stilboestrol,Low_cholesterol_ and_ globulin,Labrador_Retriever,Sensitivity,780,Female,Yes,1,Millie_Abbott_General_Presort_IgG_V1_Rep1_FVASLMML345,True Sample
sa11,Water_presort,Water_presort_IgG,IgG,2010,6,8,Millie_Abbott,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Active,1,First,Unknown,Sensitivity_Oxytetracycline_200mg,7,1,5,Small_Intestine,NA,Incontinence _stilboestrol,Low_cholesterol_ and_ globulin,Labrador_Retriever,Sensitivity,780,Female,Yes,1,Millie_Abbott_presort_IgG_V1_Rep1_FVASLMML347,Control Sample
sa481,Faeces,IgG+,IgG,2010,6,8,Millie_Abbott,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Active,1,First,Unknown,Sensitivity_Oxytetracycline_200mg,7,1,5,Small_Intestine,NA,Incontinence _stilboestrol,Low_cholesterol_ and_ globulin,Labrador_Retriever,Sensitivity,780,Female,Yes,1,Millie_Abbott_IgG+_V1_Rep1_FVASLMML349,True Sample
sa166,Faeces,IgG-,IgG,2010,6,8,Millie_Abbott,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Active,1,First,Unknown,Sensitivity_Oxytetracycline_200mg,7,1,5,Small_Intestine,NA,Incontinence _stilboestrol,Low_cholesterol_ and_ globulin,Labrador_Retriever,Sensitivity,780,Female,Yes,1,Millie_Abbott_IgG-_V1_Rep1_FVASLMML351,True Sample
sa330,Faeces,Total_Bacteria_IgG,IgG,2010,7,22,Millie_Abbott,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Remission,2,Last,Unknown,Sensitivity_Oxytetracycline_200mg,7,1,5,Small_Intestine,NA,Incontinence _stilboestrol,Low_cholesterol_ and_ globulin,Labrador_Retriever,Sensitivity,780,Female,Yes,1,Millie_Abbott_General_Presort_IgG_V2_Rep1_FVASLMML353,True Sample
sa557,Water_presort,Water_presort_IgG,IgG,2010,7,22,Millie_Abbott,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Remission,2,Last,Unknown,Sensitivity_Oxytetracycline_200mg,7,1,5,Small_Intestine,NA,Incontinence _stilboestrol,Low_cholesterol_ and_ globulin,Labrador_Retriever,Sensitivity,780,Female,Yes,1,Millie_Abbott_presort_IgG_V2_Rep1_FVASLMML355,Control Sample
sa486,Faeces,IgG+,IgG,2010,7,22,Millie_Abbott,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Remission,2,Last,Unknown,Sensitivity_Oxytetracycline_200mg,7,1,5,Small_Intestine,NA,Incontinence _stilboestrol,Low_cholesterol_ and_ globulin,Labrador_Retriever,Sensitivity,780,Female,Yes,1,Millie_Abbott_IgG+_V2_Rep1_FVASLMML357,True Sample
sa681,Faeces,IgG-,IgG,2010,7,22,Millie_Abbott,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Remission,2,Last,Unknown,Sensitivity_Oxytetracycline_200mg,7,1,5,Small_Intestine,NA,Incontinence _stilboestrol,Low_cholesterol_ and_ globulin,Labrador_Retriever,Sensitivity,780,Female,Yes,1,Millie_Abbott_IgG-_V2_Rep1_FVASLMML359,True Sample
sa612,Small_Intestine_Biopsy,NA,Intestine,2010,7,22,Millie_Abbott,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Remission,2,Last,NA,Sensitivity_Oxytetracycline_200mg,7,1,5,Small_Intestine,NA,Incontinence _stilboestrol,Low_cholesterol_ and_ globulin,Labrador_Retriever,Sensitivity,780,Female,Yes,1,AbbottSI_V2_Rep1_FVASLMML361,True Sample
sa41,Colon_Biopsy,NA,Intestine,2010,7,22,Millie_Abbott,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Remission,2,Last,NA,Sensitivity_Oxytetracycline_200mg,7,1,5,Small_Intestine,NA,Incontinence _stilboestrol,Low_cholesterol_ and_ globulin,Labrador_Retriever,Sensitivity,780,Female,Yes,1,AbbottC_V2_Rep1_FVASLMML363,True Sample
sa364,Colon_Biopsy,NA,Intestine,2010,6,8,Millie_Abbott,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Active,1,First,NA,Sensitivity_Oxytetracycline_200mg,7,1,5,Small_Intestine,NA,Incontinence _stilboestrol,Low_cholesterol_ and_ globulin,Labrador_Retriever,Sensitivity,780,Female,Yes,1,AbbottC_V1_Rep1_FVASLMML365,True Sample
sa92,Small_Intestine_Biopsy,NA,Intestine,2010,6,8,Millie_Abbott,ChronicEnteropathy,Old_Study,Antibiotic_Responsive,Active,1,First,NA,Sensitivity_Oxytetracycline_200mg,7,1,5,Small_Intestine,NA,Incontinence _stilboestrol,Low_cholesterol_ and_ globulin,Labrador_Retriever,Sensitivity,780,Female,Yes,1,AbbottSI_V1_Rep1_FVASLMML367,True Sample
sa555,Faeces,Total_Bacteria_IgA,IgA,2014,10,6,Polly,Healthy,NA,NA,NA,1,NA,2,None,NA,NA,NA,NA,NA,NA,None,Nova_Scotia_Duck_Tolling_Retriever,T_D_Hills,1095,Female,Yes,1,Polly_Presort_General_IgA_V1_Rep1_FVASLMML369,True Sample
sa121,Water_presort,Water_presort_IgA,IgA,2014,10,6,Polly,Healthy,NA,NA,NA,1,NA,2,None,NA,NA,NA,NA,NA,NA,None,Nova_Scotia_Duck_Tolling_Retriever,T_D_Hills,1095,Female,Yes,1,Polly_presort_IgA_V1_Rep1_FVASLMML371,Control Sample
sa436,Faeces,IgA+,IgA,2014,10,6,Polly,Healthy,NA,NA,NA,1,NA,2,None,NA,NA,NA,NA,NA,NA,None,Nova_Scotia_Duck_Tolling_Retriever,T_D_Hills,1095,Female,Yes,1,Polly_IgA+_V1_Rep1_FVASLMML373,True Sample
sa409,Faeces,IgA-,IgA,2014,10,6,Polly,Healthy,NA,NA,NA,1,NA,2,None,NA,NA,NA,NA,NA,NA,None,Nova_Scotia_Duck_Tolling_Retriever,T_D_Hills,1095,Female,Yes,1,Polly_IgA-_V1_Rep1_FVASLMML375,True Sample
sa108,Faeces,Total_Bacteria_IgA,IgA,2014,11,3,Polly,Healthy,NA,NA,NA,2,NA,2,None,NA,NA,NA,NA,NA,NA,None,Nova_Scotia_Duck_Tolling_Retriever,T_D_Hills,1095,Female,Yes,1,Polly_Presort_General_IgA_V2_Rep1_FVASLMML377,True Sample
sa152,Water_presort,Water_presort_IgA,IgA,2014,11,3,Polly,Healthy,NA,NA,NA,2,NA,2,None,NA,NA,NA,NA,NA,NA,None,Nova_Scotia_Duck_Tolling_Retriever,T_D_Hills,1095,Female,Yes,1,Polly_presort_IgA_V2_Rep1_FVASLMML379,Control Sample
sa105,Faeces,IgA+,IgA,2014,11,3,Polly,Healthy,NA,NA,NA,2,NA,2,None,NA,NA,NA,NA,NA,NA,None,Nova_Scotia_Duck_Tolling_Retriever,T_D_Hills,1095,Female,Yes,1,Polly_IgA+_V2_Rep1_FVASLMML381,True Sample
sa1,Faeces,IgA-,IgA,2014,11,3,Polly,Healthy,NA,NA,NA,2,NA,2,None,NA,NA,NA,NA,NA,NA,None,Nova_Scotia_Duck_Tolling_Retriever,T_D_Hills,1095,Female,Yes,1,Polly_IgA-_V2_Rep1_FVASLMML383,True Sample
sa94,Faeces,Total_Bacteria_IgA,IgA,2014,9,23,Cruze,ChronicEnteropathy,New_Study,Food_Responsive,Active,1,First,3,Hypoallergenic,1,1,18,Small_Intestine,NA,None,WNL,Golden_Retriever,Hypoallergenic,1800,Male,Yes,1,Cruze_General_Presort_IgA_V1_Rep1_FVASLMML385,True Sample
sa2,Water_presort,Water_presort_IgA,IgA,2014,9,23,Cruze,ChronicEnteropathy,New_Study,Food_Responsive,Active,1,First,3,Hypoallergenic,1,1,18,Small_Intestine,NA,None,WNL,Golden_Retriever,Hypoallergenic,1800,Male,Yes,1,Cruze_presort_IgA_V1_Rep1_FVASLMML387,Control Sample
sa175,Faeces,IgA+,IgA,2014,9,23,Cruze,ChronicEnteropathy,New_Study,Food_Responsive,Active,1,First,3,Hypoallergenic,1,1,18,Small_Intestine,NA,None,WNL,Golden_Retriever,Hypoallergenic,1800,Male,Yes,1,Cruze_IgA+_V1_Rep1_FVASLMML389,True Sample
sa411,Faeces,IgA-,IgA,2014,9,23,Cruze,ChronicEnteropathy,New_Study,Food_Responsive,Active,1,First,3,Hypoallergenic,1,1,18,Small_Intestine,NA,None,WNL,Golden_Retriever,Hypoallergenic,1800,Male,Yes,1,Cruze_IgA-_V1_Rep1_FVASLMML391,True Sample
sa415,Faeces,Total_Bacteria_IgG,IgG,2014,11,3,Polly,Healthy,NA,NA,NA,1,NA,2,None,NA,NA,NA,NA,NA,NA,None,Nova_Scotia_Duck_Tolling_Retriever,T_D_Hills,1095,Female,Yes,1,Polly_Presort_General_IgG_V1_Rep1_FVASLMML393,True Sample
sa207,Water_presort,Water_presort_IgG,IgG,2014,11,3,Polly,Healthy,NA,NA,NA,1,NA,2,None,NA,NA,NA,NA,NA,NA,None,Nova_Scotia_Duck_Tolling_Retriever,T_D_Hills,1095,Female,Yes,1,Polly_presort_IgG_V1_Rep1_FVASLMML395,Control Sample
sa3,Faeces,IgG+,IgG,2014,11,3,Polly,Healthy,NA,NA,NA,1,NA,2,None,NA,NA,NA,NA,NA,NA,None,Nova_Scotia_Duck_Tolling_Retriever,T_D_Hills,1095,Female,Yes,1,Polly_IgG+_V1_Rep1_FVASLMML397,True Sample
sa575,Faeces,IgG-,IgG,2014,11,3,Polly,Healthy,NA,NA,NA,1,NA,2,None,NA,NA,NA,NA,NA,NA,None,Nova_Scotia_Duck_Tolling_Retriever,T_D_Hills,1095,Female,Yes,1,Polly_IgG-_V1_Rep1_FVASLMML399,True Sample
sa606,Faeces,Total_Bacteria_IgG,IgG,2014,12,5,Polly,Healthy,NA,NA,NA,2,NA,2,None,NA,NA,NA,NA,NA,NA,None,Nova_Scotia_Duck_Tolling_Retriever,T_D_Hills,1095,Female,Yes,1,Polly_Presort_General_IgG_V2_Rep1_FVASLMML401,True Sample
sa234,Water_presort,Water_presort_IgG,IgG,2014,12,5,Polly,Healthy,NA,NA,NA,2,NA,2,None,NA,NA,NA,NA,NA,NA,None,Nova_Scotia_Duck_Tolling_Retriever,T_D_Hills,1095,Female,Yes,1,Polly_presort_IgG_V2_Rep1_FVASLMML403,Control Sample
sa128,Faeces,IgG+,IgG,2014,12,5,Polly,Healthy,NA,NA,NA,2,NA,2,None,NA,NA,NA,NA,NA,NA,None,Nova_Scotia_Duck_Tolling_Retriever,T_D_Hills,1095,Female,Yes,1,Polly_IgG+_V2_Rep1_FVASLMML405,True Sample
sa543,Faeces,IgG-,IgG,2014,12,5,Polly,Healthy,NA,NA,NA,2,NA,2,None,NA,NA,NA,NA,NA,NA,None,Nova_Scotia_Duck_Tolling_Retriever,T_D_Hills,1095,Female,Yes,1,Polly_IgG-_V2_Rep1_FVASLMML407,True Sample
sa482,Faeces,Total_Bacteria_IgG,IgG,2014,9,23,Cruze,ChronicEnteropathy,New_Study,Food_Responsive,Active,1,First,3,Hypoallergenic,1,1,18,Small_Intestine,NA,None,WNL,Golden_Retriever,Hypoallergenic,1800,Male,Yes,1,Cruze_General_Presort_IgG_V1_Rep1_FVASLMML409,True Sample
sa421,Water_presort,Water_presort_IgG,IgG,2014,9,23,Cruze,ChronicEnteropathy,New_Study,Food_Responsive,Active,1,First,3,Hypoallergenic,1,1,18,Small_Intestine,NA,None,WNL,Golden_Retriever,Hypoallergenic,1800,Male,Yes,1,Cruze_presort_IgG_V1_Rep1_FVASLMML411,Control Sample
sa559,Faeces,IgG+,IgG,2014,9,23,Cruze,ChronicEnteropathy,New_Study,Food_Responsive,Active,1,First,3,Hypoallergenic,1,1,18,Small_Intestine,NA,None,WNL,Golden_Retriever,Hypoallergenic,1800,Male,Yes,1,Cruze_IgG+_V1_Rep1_FVASLMML413,True Sample
sa236,Faeces,IgG-,IgG,2014,9,23,Cruze,ChronicEnteropathy,New_Study,Food_Responsive,Active,1,First,3,Hypoallergenic,1,1,18,Small_Intestine,NA,None,WNL,Golden_Retriever,Hypoallergenic,1800,Male,Yes,1,Cruze_IgG-_V1_Rep1_FVASLMML415,True Sample
sa518,Faeces,Total_Bacteria_IgA,IgA,2014,10,7,Cruze,ChronicEnteropathy,New_Study,Food_Responsive,Active,2,First,3,Hypoallergenic,1,1,18,Small_Intestine,NA,None,WNL,Golden_Retriever,Hypoallergenic,1800,Male,Yes,1,Cruze_General_Presort_IgA_V2_Rep1_FVASLMML417,True Sample
sa339,Water_presort,Water_presort_IgA,IgA,2014,10,7,Cruze,ChronicEnteropathy,New_Study,Food_Responsive,Active,2,NA,3,Hypoallergenic,1,1,18,Small_Intestine,NA,None,WNL,Golden_Retriever,Hypoallergenic,1800,Male,Yes,1,Cruze_presort_IgA_V2_Rep1_FVASLMML419,Control Sample
sa533,Faeces,IgA+,IgA,2014,10,7,Cruze,ChronicEnteropathy,New_Study,Food_Responsive,Active,2,NA,3,Hypoallergenic,1,1,18,Small_Intestine,NA,None,WNL,Golden_Retriever,Hypoallergenic,1800,Male,Yes,1,Cruze_IgA+_V2_Rep1_FVASLMML421,True Sample
sa455,Faeces,IgA-,IgA,2014,10,7,Cruze,ChronicEnteropathy,New_Study,Food_Responsive,Active,2,NA,3,Hypoallergenic,1,1,18,Small_Intestine,NA,None,WNL,Golden_Retriever,Hypoallergenic,1800,Male,Yes,1,Cruze_IgA-_V2_Rep1_FVASLMML423,True Sample
sa572,Faeces,Total_Bacteria_IgG,IgG,2014,10,7,Cruze,ChronicEnteropathy,New_Study,Food_Responsive,Active,2,NA,3,Hypoallergenic,1,1,18,Small_Intestine,NA,None,WNL,Golden_Retriever,Hypoallergenic,1800,Male,Yes,1,Cruze_General_Presort_IgG_V2_Rep1_FVASLMML425,True Sample
sa359,Water_presort,Water_presort_IgG,IgG,2014,10,7,Cruze,ChronicEnteropathy,New_Study,Food_Responsive,Active,2,NA,3,Hypoallergenic,1,1,18,Small_Intestine,NA,None,WNL,Golden_Retriever,Hypoallergenic,1800,Male,Yes,1,Cruze_presort_IgG_V2_Rep1_FVASLMML427,Control Sample
sa140,Faeces,IgG+,IgG,2014,10,7,Cruze,ChronicEnteropathy,New_Study,Food_Responsive,Active,2,NA,3,Hypoallergenic,1,1,18,Small_Intestine,NA,None,WNL,Golden_Retriever,Hypoallergenic,1800,Male,Yes,1,Cruze_IgG+_V2_Rep1_FVASLMML429,True Sample
sa23,Faeces,IgG-,IgG,2014,10,7,Cruze,ChronicEnteropathy,New_Study,Food_Responsive,Active,2,NA,3,Hypoallergenic,1,1,18,Small_Intestine,NA,None,WNL,Golden_Retriever,Hypoallergenic,1800,Male,Yes,1,Cruze_IgG-_V2_Rep1_FVASLMML431,True Sample
sa185,Faeces,Total_Bacteria_IgA,IgA,2014,11,3,Cruze,ChronicEnteropathy,New_Study,Food_Responsive,Active,3,NA,2,Hypoallergenic,1,1,18,Small_Intestine,NA,None,WNL,Golden_Retriever,Hypoallergenic,1800,Male,Yes,1,Cruze_General_Presort_IgA_V4_Rep1_FVASLMML433,True Sample
sa132,Water_presort,Water_presort_IgA,IgA,2014,11,3,Cruze,ChronicEnteropathy,New_Study,Food_Responsive,Active,3,NA,2,Hypoallergenic,1,1,18,Small_Intestine,NA,None,WNL,Golden_Retriever,Hypoallergenic,1800,Male,Yes,1,Cruze_presort_IgA_V4_Rep1_FVASLMML435,Control Sample
sa131,Faeces,IgA+,IgA,2014,11,3,Cruze,ChronicEnteropathy,New_Study,Food_Responsive,Active,3,NA,2,Hypoallergenic,1,1,18,Small_Intestine,NA,None,WNL,Golden_Retriever,Hypoallergenic,1800,Male,Yes,1,Cruze_IgA+_V4_Rep1_FVASLMML437,True Sample
sa276,Faeces,IgA-,IgA,2014,11,3,Cruze,ChronicEnteropathy,New_Study,Food_Responsive,Active,3,NA,2,Hypoallergenic,1,1,18,Small_Intestine,NA,None,WNL,Golden_Retriever,Hypoallergenic,1800,Male,Yes,1,Cruze_IgA-_V4_Rep1_FVASLMML439,True Sample
sa624,Faeces,Total_Bacteria_IgG,IgG,2014,11,3,Cruze,ChronicEnteropathy,New_Study,Food_Responsive,Active,3,NA,2,Hypoallergenic,1,1,18,Small_Intestine,NA,None,WNL,Golden_Retriever,Hypoallergenic,1800,Male,Yes,1,Cruze_General_Presort_IgG_V4_Rep1_FVASLMML441,True Sample
sa296,Water_presort,Water_presort_IgG,IgG,2014,11,3,Cruze,ChronicEnteropathy,New_Study,Food_Responsive,Active,3,NA,2,Hypoallergenic,1,1,18,Small_Intestine,NA,None,WNL,Golden_Retriever,Hypoallergenic,1800,Male,Yes,1,Cruze_presort_IgG_V4_Rep1_FVASLMML443,Control Sample
sa444,Faeces,IgG+,IgG,2014,11,3,Cruze,ChronicEnteropathy,New_Study,Food_Responsive,Active,3,NA,2,Hypoallergenic,1,1,18,Small_Intestine,NA,None,WNL,Golden_Retriever,Hypoallergenic,1800,Male,Yes,1,Cruze_IgG+_V4_Rep1_FVASLMML445,True Sample
sa250,Faeces,IgG-,IgG,2014,11,3,Cruze,ChronicEnteropathy,New_Study,Food_Responsive,Active,3,NA,2,Hypoallergenic,1,1,18,Small_Intestine,NA,None,WNL,Golden_Retriever,Hypoallergenic,1800,Male,Yes,1,Cruze_IgG-_V4_Rep1_FVASLMML447,True Sample
sa7,Faeces,Total_Bacteria_IgA,IgA,2015,1,29,Cruze,ChronicEnteropathy,New_Study,Food_Responsive,Remission,4,Last,2,Hypoallergenic,1,1,18,Small_Intestine,NA,None,WNL,Golden_Retriever,Hypoallergenic,1800,Male,Yes,1,Cruze_General_Presort_IgA_V6_Rep1_FVASLMML449,True Sample
sa504,Water_presort,Water_presort_IgA,IgA,2015,1,29,Cruze,ChronicEnteropathy,New_Study,Food_Responsive,Remission,4,Last,2,Hypoallergenic,1,1,18,Small_Intestine,NA,None,WNL,Golden_Retriever,Hypoallergenic,1800,Male,Yes,1,Cruze_presort_IgA_V6_Rep1_FVASLMML451,Control Sample
sa666,Faeces,IgA+,IgA,2015,1,29,Cruze,ChronicEnteropathy,New_Study,Food_Responsive,Remission,4,Last,2,Hypoallergenic,1,1,18,Small_Intestine,NA,None,WNL,Golden_Retriever,Hypoallergenic,1800,Male,Yes,1,Cruze_IgA+_V6_Rep1_FVASLMML453,True Sample
sa603,Faeces,IgA-,IgA,2015,1,29,Cruze,ChronicEnteropathy,New_Study,Food_Responsive,Remission,4,Last,2,Hypoallergenic,1,1,18,Small_Intestine,NA,None,WNL,Golden_Retriever,Hypoallergenic,1800,Male,Yes,1,Cruze_IgA-_V6_Rep1_FVASLMML455,True Sample
sa667,Faeces,Total_Bacteria_IgG,IgG,2015,1,29,Cruze,ChronicEnteropathy,New_Study,Food_Responsive,Remission,4,Last,2,Hypoallergenic,1,1,18,Small_Intestine,NA,None,WNL,Golden_Retriever,Hypoallergenic,1800,Male,Yes,1,Cruze_General_Presort_IgG_V6_Rep1_FVASLMML457,True Sample
sa42,Water_presort,Water_presort_IgG,IgG,2015,1,29,Cruze,ChronicEnteropathy,New_Study,Food_Responsive,Remission,4,Last,2,Hypoallergenic,1,1,18,Small_Intestine,NA,None,WNL,Golden_Retriever,Hypoallergenic,1800,Male,Yes,1,Cruze_presort_IgG_V6_Rep1_FVASLMML459,Control Sample
sa547,Faeces,IgG+,IgG,2015,1,29,Cruze,ChronicEnteropathy,New_Study,Food_Responsive,Remission,4,Last,2,Hypoallergenic,1,1,18,Small_Intestine,NA,None,WNL,Golden_Retriever,Hypoallergenic,1800,Male,Yes,1,Cruze_IgG+_V6_Rep1_FVASLMML461,True Sample
sa149,Faeces,IgG-,IgG,2015,1,29,Cruze,ChronicEnteropathy,New_Study,Food_Responsive,Remission,4,Last,2,Hypoallergenic,1,1,18,Small_Intestine,NA,None,WNL,Golden_Retriever,Hypoallergenic,1800,Male,Yes,1,Cruze_IgG-_V6_Rep1_FVASLMML463,True Sample
sa499,Colon_Biopsy,NA,Intestine,2014,9,23,Cruze,ChronicEnteropathy,New_Study,Food_Responsive,Active,1,First,NA,Hypoallergenic,1,1,18,Small_Intestine,NA,None,WNL,Golden_Retriever,Hypoallergenic,1800,Male,Yes,1,CruzeC_V1_Rep1_FVASLMML465,True Sample
sa659,Cytology_Brush,NA,Intestine,2014,9,23,Cruze,ChronicEnteropathy,New_Study,Food_Responsive,Active,1,First,NA,Hypoallergenic,1,1,18,Small_Intestine,NA,None,WNL,Golden_Retriever,Hypoallergenic,1800,Male,Yes,1,CruzeCB_V1_Rep1_FVASLMML467,True Sample
sa205,Small_Intestine_Biopsy,NA,Intestine,2014,9,23,Cruze,ChronicEnteropathy,New_Study,Food_Responsive,Remission,4,Last,NA,Hypoallergenic,1,1,18,Small_Intestine,NA,None,WNL,Golden_Retriever,Hypoallergenic,1800,Male,Yes,1,CruzeSI_V2_Rep1_FVASLMML469,True Sample
sa496,Ileum,NA,Intestine,2014,9,23,Cruze,ChronicEnteropathy,New_Study,Food_Responsive,Active,1,First,NA,Hypoallergenic,1,1,18,Small_Intestine,NA,None,WNL,Golden_Retriever,Hypoallergenic,1800,Male,Yes,1,CruzeI_V1_Rep1_FVASLMML471,True Sample
